Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),HeartRate (bpm),BloodOxygen (Sp02),BodyTemp (Celcius)
9455,1620318042030,46.0,97.0,27.0
9456,1620318042039,46.0,97.0,27.0
9457,1620318042078,46.0,97.0,27.0
9458,1620318042112,46.0,97.0,27.0
9459,1620318042145,46.0,97.0,27.0
9460,1620318042179,46.0,97.0,27.0
9461,1620318042212,46.0,97.0,27.0
9462,1620318042215,46.0,97.0,27.0
9463,1620318042251,46.0,97.0,27.0
9464,1620318042284,46.0,97.0,27.0
9465,1620318042320,46.0,97.0,27.0
9466,1620318042324,46.0,97.0,27.0
9467,1620318042362,46.0,97.0,27.0
9468,1620318042395,46.0,97.0,27.0
9469,1620318042431,46.0,97.0,27.0
9470,1620318042439,46.0,97.0,27.0
9471,1620318042473,46.0,97.0,27.0
9472,1620318042507,46.0,97.0,27.0
9473,1620318042541,46.0,97.0,27.0
9474,1620318042575,46.0,97.0,27.0
9475,1620318042585,46.0,97.0,27.0
9476,1620318042619,46.0,97.0,27.0
9477,1620318042655,46.0,97.0,27.0
9478,1620318042689,46.0,97.0,27.0
9479,1620318042691,46.0,97.0,27.0
9480,1620318042725,46.0,97.0,27.0
9481,1620318042760,46.0,97.0,27.0
9482,1620318042795,46.0,97.0,27.0
9483,1620318042830,46.0,97.0,27.0
9484,1620318042832,46.0,97.0,27.0
9485,1620318042867,46.0,97.0,27.0
9486,1620318042901,46.0,97.0,27.0
9487,1620318042972,46.0,97.0,27.0
9488,1620318042974,46.0,97.0,27.0
9489,1620318042979,46.0,97.0,27.0
9490,1620318043013,46.0,97.0,27.0
9491,1620318043037,46.0,97.0,27.0
9492,1620318043071,46.0,97.0,27.0
9493,1620318043108,46.0,97.0,27.0
9494,1620318043118,46.0,97.0,27.0
9495,1620318043156,46.0,97.0,27.0
9496,1620318043190,46.0,97.0,27.0
9497,1620318043226,46.0,97.0,27.0
9498,1620318043228,46.0,97.0,27.0
9499,1620318043262,46.0,97.0,27.0
9500,1620318043296,46.0,97.0,27.0
9501,1620318043332,46.0,97.0,27.0
9502,1620318043365,46.0,97.0,27.0
9503,1620318043368,46.0,97.0,27.0
9504,1620318043402,46.0,97.0,27.0
9505,1620318043435,46.0,97.0,27.0
9506,1620318043470,46.0,97.0,27.0
9507,1620318043503,46.0,97.0,27.0
9508,1620318043512,46.0,97.0,27.0
9509,1620318043546,46.0,97.0,27.0
9510,1620318043579,46.0,97.0,27.0
9511,1620318043613,46.0,97.0,27.0
9512,1620318043645,46.0,97.0,27.0
9513,1620318043682,46.0,97.0,27.0
9514,1620318043684,46.0,97.0,27.0
9515,1620318043717,46.0,97.0,27.0
9516,1620318043751,46.0,97.0,27.0
9517,1620318043786,46.0,97.0,27.0
9518,1620318043796,46.0,97.0,27.0
9519,1620318043833,46.0,97.0,27.0
9520,1620318043867,46.0,97.0,27.0
9521,1620318043876,46.0,97.0,27.0
9522,1620318043911,46.0,97.0,27.0
9523,1620318043946,46.0,97.0,27.0
9524,1620318043980,46.0,97.0,27.0
9525,1620318044009,46.0,97.0,27.0
9526,1620318044048,46.0,97.0,27.0
9527,1620318044052,46.0,97.0,27.0
9528,1620318044085,46.0,97.0,27.0
9529,1620318044120,46.0,97.0,27.0
9530,1620318044151,46.0,97.0,27.0
9531,1620318044161,46.0,97.0,27.0
9532,1620318044196,46.0,97.0,27.0
9533,1620318044253,46.0,97.0,27.0
9534,1620318044255,46.0,97.0,27.0
9535,1620318044289,46.0,97.0,27.0
9536,1620318044322,46.0,97.0,27.0
9537,1620318044352,46.0,97.0,27.0
9538,1620318044359,46.0,97.0,27.0
9539,1620318044393,46.0,97.0,27.0
9540,1620318044426,46.0,97.0,27.0
9541,1620318044460,46.0,97.0,27.0
9542,1620318044493,46.0,97.0,27.0
9543,1620318044498,46.0,97.0,27.0
9544,1620318044532,46.0,97.0,27.0
9545,1620318044565,46.0,97.0,27.0
9546,1620318044598,46.0,97.0,27.0
9547,1620318044633,46.0,97.0,27.0
9548,1620318044635,46.0,97.0,27.0
9549,1620318044672,46.0,97.0,27.0
9550,1620318044707,46.0,97.0,27.0
9551,1620318044740,46.0,97.0,27.0
9552,1620318044746,46.0,97.0,27.0
9553,1620318044785,46.0,97.0,27.0
9554,1620318044820,46.0,97.0,27.0
9555,1620318044855,46.0,97.0,27.0
9556,1620318044889,46.0,97.0,27.0
9557,1620318044892,46.0,97.0,27.0
9558,1620318044926,46.0,97.0,27.0
9559,1620318044958,46.0,97.0,27.0
9560,1620318044992,46.0,97.0,27.0
9561,1620318045026,46.0,97.0,27.0
9562,1620318045037,46.0,97.0,27.0
9563,1620318045070,46.0,97.0,27.0
9564,1620318045104,46.0,97.0,27.0
9565,1620318045138,46.0,97.0,27.0
9566,1620318045146,46.0,97.0,27.0
9567,1620318045182,46.0,97.0,27.0
9568,1620318045215,46.0,97.0,27.0
9569,1620318045250,46.0,97.0,27.0
9570,1620318045283,46.0,97.0,27.0
9571,1620318045291,46.0,97.0,27.0
9572,1620318045324,46.0,97.0,27.0
9573,1620318045360,46.0,97.0,27.0
9574,1620318045394,46.0,97.0,27.0
9575,1620318045398,46.0,97.0,27.0
9576,1620318045429,46.0,97.0,27.0
9577,1620318045466,46.0,97.0,27.0
9578,1620318045531,46.0,97.0,27.0
9579,1620318045534,46.0,97.0,27.0
9580,1620318045555,46.0,97.0,27.0
9581,1620318045570,46.0,97.0,27.0
9582,1620318045603,46.0,97.0,27.0
9583,1620318045638,46.0,97.0,27.0
9584,1620318045644,46.0,97.0,27.0
9585,1620318045687,46.0,97.0,27.0
9586,1620318045721,46.0,97.0,27.0
9587,1620318045755,46.0,97.0,27.0
9588,1620318045788,46.0,97.0,27.0
9589,1620318045822,46.0,97.0,27.0
9590,1620318045825,46.0,97.0,27.0
9591,1620318045860,46.0,97.0,27.0
9592,1620318045893,46.0,97.0,27.0
9593,1620318045930,46.0,97.0,27.0
9594,1620318045932,46.0,97.0,27.0
9595,1620318045971,46.0,97.0,27.0
9596,1620318046005,46.0,97.0,27.0
9597,1620318046040,46.0,97.0,27.0
9598,1620318046048,46.0,97.0,27.0
9599,1620318046083,46.0,97.0,27.0
9600,1620318046116,46.0,97.0,27.0
9601,1620318046149,46.0,97.0,27.0
9602,1620318046171,46.0,97.0,27.0
9603,1620318046218,46.0,97.0,27.0
9604,1620318046222,46.0,97.0,27.0
9605,1620318046256,46.0,97.0,27.0
9606,1620318046289,46.0,97.0,27.0
9607,1620318046323,46.0,97.0,27.0
9608,1620318046357,46.0,97.0,27.0
9609,1620318046360,46.0,97.0,27.0
9610,1620318046398,46.0,97.0,27.0
9611,1620318046431,46.0,97.0,27.0
9612,1620318046465,46.0,97.0,27.0
9613,1620318046468,46.0,97.0,27.0
9614,1620318046508,46.0,97.0,27.0
9615,1620318046542,46.0,97.0,27.0
9616,1620318046571,46.0,97.0,27.0
9617,1620318046582,46.0,97.0,27.0
9618,1620318046620,46.0,97.0,27.0
9619,1620318046653,46.0,97.0,27.0
9620,1620318046688,46.0,97.0,27.0
9621,1620318046715,46.0,97.0,27.0
9622,1620318046725,46.0,97.0,27.0
9623,1620318046803,46.0,97.0,27.0
9624,1620318046805,46.0,97.0,27.0
9625,1620318046817,46.0,97.0,27.0
9626,1620318046850,46.0,97.0,27.0
9627,1620318046890,46.0,97.0,27.0
9628,1620318046914,46.0,97.0,27.0
9629,1620318046927,46.0,97.0,27.0
9630,1620318046961,46.0,97.0,27.0
9631,1620318046995,46.0,97.0,27.0
9632,1620318047035,46.0,97.0,27.0
9633,1620318047039,46.0,97.0,27.0
9634,1620318047079,46.0,97.0,27.0
9635,1620318047111,46.0,97.0,27.0
9636,1620318047114,46.0,97.0,27.0
9637,1620318047154,46.0,97.0,27.0
9638,1620318047190,46.0,97.0,27.0
9639,1620318047223,46.0,97.0,27.0
9640,1620318047256,46.0,97.0,27.0
9641,1620318047259,46.0,97.0,27.0
9642,1620318047301,46.0,97.0,27.0
9643,1620318047334,46.0,97.0,27.0
9644,1620318047367,46.0,97.0,27.0
9645,1620318047399,46.0,97.0,27.0
9646,1620318047404,46.0,97.0,27.0
9647,1620318047439,46.0,97.0,27.0
9648,1620318047473,46.0,97.0,27.0
9649,1620318047508,46.0,97.0,27.0
9650,1620318047543,46.0,97.0,27.0
9651,1620318047549,46.0,97.0,27.0
9652,1620318047582,46.0,97.0,27.0
9653,1620318047617,46.0,97.0,27.0
9654,1620318047651,46.0,97.0,27.0
9655,1620318047657,46.0,97.0,27.0
9656,1620318047692,46.0,97.0,27.0
9657,1620318047727,46.0,97.0,27.0
9658,1620318047761,46.0,97.0,27.0
9659,1620318047792,46.0,97.0,27.0
9660,1620318047802,46.0,97.0,27.0
9661,1620318047841,46.0,97.0,27.0
9662,1620318047875,46.0,97.0,27.0
9663,1620318047883,46.0,97.0,27.0
9664,1620318047917,46.0,97.0,27.0
9665,1620318047955,46.0,97.0,27.0
9666,1620318047984,46.0,97.0,27.0
9667,1620318048014,46.0,97.0,27.0
9668,1620318048023,46.0,97.0,27.0
9669,1620318048091,46.0,97.0,27.0
9670,1620318048094,46.0,97.0,27.0
9671,1620318048129,46.0,97.0,27.0
9672,1620318048135,46.0,97.0,27.0
9673,1620318048171,46.0,97.0,27.0
9674,1620318048206,46.0,97.0,27.0
9675,1620318048239,46.0,97.0,27.0
9676,1620318048249,46.0,97.0,27.0
9677,1620318048282,46.0,97.0,27.0
9678,1620318048316,46.0,97.0,27.0
9679,1620318048350,46.0,97.0,27.0
9680,1620318048379,46.0,97.0,27.0
9681,1620318048388,46.0,97.0,27.0
9682,1620318048421,46.0,97.0,27.0
9683,1620318048457,46.0,97.0,27.0
9684,1620318048491,46.0,97.0,27.0
9685,1620318048520,46.0,97.0,27.0
9686,1620318048558,46.0,97.0,27.0
9687,1620318048560,46.0,97.0,27.0
9688,1620318048593,46.0,97.0,27.0
9689,1620318048628,46.0,97.0,27.0
9690,1620318048658,46.0,97.0,27.0
9691,1620318048700,46.0,97.0,27.0
9692,1620318048703,46.0,97.0,27.0
9693,1620318048737,46.0,97.0,27.0
9694,1620318048771,46.0,97.0,27.0
9695,1620318048791,46.0,97.0,27.0
9696,1620318048839,46.0,97.0,27.0
9697,1620318048859,46.0,97.0,27.0
9698,1620318048874,46.0,97.0,27.0
9699,1620318048912,46.0,97.0,27.0
9700,1620318048946,46.0,97.0,27.0
9701,1620318048974,46.0,97.0,27.0
9702,1620318048981,46.0,97.0,27.0
9703,1620318049023,46.0,97.0,27.0
9704,1620318049059,46.0,97.0,27.0
9705,1620318049097,46.0,97.0,27.0
9706,1620318049100,46.0,97.0,27.0
9707,1620318049133,46.0,97.0,27.0
9708,1620318049167,46.0,97.0,27.0
9709,1620318049201,46.0,97.0,27.0
9710,1620318049235,46.0,97.0,27.0
9711,1620318049238,46.0,97.0,27.0
9712,1620318049279,46.0,97.0,27.0
9713,1620318049313,46.0,97.0,27.0
9714,1620318049369,46.0,97.0,27.0
9715,1620318049372,46.0,97.0,27.0
9716,1620318049375,46.0,97.0,27.0
9717,1620318049409,46.0,97.0,27.0
9718,1620318049443,46.0,97.0,27.0
9719,1620318049476,46.0,97.0,27.0
9720,1620318049510,46.0,97.0,27.0
9721,1620318049544,46.0,97.0,27.0
9722,1620318049548,46.0,97.0,27.0
9723,1620318049582,46.0,97.0,27.0
9724,1620318049616,46.0,97.0,27.0
9725,1620318049649,46.0,97.0,27.0
9726,1620318049683,46.0,97.0,27.0
9727,1620318049685,46.0,97.0,27.0
9728,1620318049720,46.0,97.0,27.0
9729,1620318049754,46.0,97.0,27.0
9730,1620318049795,46.0,97.0,27.0
9731,1620318049797,46.0,97.0,27.0
9732,1620318049839,46.0,97.0,27.0
9733,1620318049873,46.0,97.0,27.0
9734,1620318049909,46.0,97.0,27.0
9735,1620318049916,46.0,97.0,27.0
9736,1620318049951,46.0,97.0,27.0
9737,1620318049984,46.0,97.0,27.0
9738,1620318050018,46.0,97.0,27.0
9739,1620318050051,46.0,97.0,27.0
9740,1620318050054,46.0,97.0,27.0
9741,1620318050089,46.0,97.0,27.0
9742,1620318050123,46.0,97.0,27.0
9743,1620318050156,46.0,97.0,27.0
9744,1620318050163,46.0,97.0,27.0
9745,1620318050202,46.0,97.0,27.0
9746,1620318050236,46.0,97.0,27.0
9747,1620318050270,46.0,97.0,27.0
9748,1620318050280,46.0,97.0,27.0
9749,1620318050315,46.0,97.0,27.0
9750,1620318050347,46.0,97.0,27.0
9751,1620318050382,46.0,97.0,27.0
9752,1620318050415,46.0,97.0,27.0
9753,1620318050446,46.0,97.0,27.0
9754,1620318050453,46.0,97.0,27.0
9755,1620318050487,46.0,97.0,27.0
9756,1620318050520,46.0,97.0,27.0
9757,1620318050554,46.0,97.0,27.0
9758,1620318050562,46.0,97.0,27.0
9759,1620318050599,46.0,97.0,27.0
9760,1620318050651,46.0,97.0,27.0
9761,1620318050654,46.0,97.0,27.0
9762,1620318050687,46.0,97.0,27.0
9763,1620318050723,46.0,97.0,27.0
9764,1620318050731,46.0,97.0,27.0
9765,1620318050766,46.0,97.0,27.0
9766,1620318050800,46.0,97.0,27.0
9767,1620318050834,46.0,97.0,27.0
9768,1620318050862,46.0,97.0,27.0
9769,1620318050873,46.0,97.0,27.0
9770,1620318050912,46.0,97.0,27.0
9771,1620318050947,46.0,97.0,27.0
9772,1620318050973,46.0,97.0,27.0
9773,1620318050984,46.0,97.0,27.0
9774,1620318051023,46.0,97.0,27.0
9775,1620318051058,46.0,97.0,27.0
9776,1620318051065,46.0,97.0,27.0
9777,1620318051103,46.0,97.0,27.0
9778,1620318051137,46.0,97.0,27.0
9779,1620318051170,46.0,97.0,27.0
9780,1620318051203,46.0,97.0,27.0
9781,1620318051208,46.0,97.0,27.0
9782,1620318051246,46.0,97.0,27.0
9783,1620318051281,46.0,97.0,27.0
9784,1620318051315,46.0,97.0,27.0
9785,1620318051322,46.0,97.0,27.0
9786,1620318051357,46.0,97.0,27.0
9787,1620318051391,46.0,97.0,27.0
9788,1620318051425,46.0,97.0,27.0
9789,1620318051449,46.0,97.0,27.0
9790,1620318051466,46.0,97.0,27.0
9791,1620318051508,31.0,97.0,27.0
9792,1620318051542,31.0,97.0,27.0
9793,1620318051579,31.0,97.0,27.0
9794,1620318051581,31.0,97.0,27.0
9795,1620318051616,31.0,97.0,27.0
9796,1620318051656,31.0,97.0,27.0
9797,1620318051659,31.0,97.0,27.0
9798,1620318051699,31.0,97.0,27.0
9799,1620318051734,31.0,97.0,27.0
9800,1620318051768,31.0,97.0,27.0
9801,1620318051803,31.0,97.0,27.0
9802,1620318051805,31.0,97.0,27.0
9803,1620318051839,31.0,97.0,27.0
9804,1620318051873,31.0,97.0,27.0
9805,1620318051926,31.0,97.0,27.0
9806,1620318051933,31.0,97.0,27.0
9807,1620318051966,31.0,97.0,27.0
9808,1620318051968,31.0,97.0,27.0
9809,1620318052004,31.0,97.0,27.0
9810,1620318052038,31.0,97.0,27.0
9811,1620318052071,31.0,97.0,27.0
9812,1620318052105,31.0,97.0,27.0
9813,1620318052126,31.0,97.0,27.0
9814,1620318052143,31.0,97.0,27.0
9815,1620318052176,31.0,97.0,27.0
9816,1620318052210,31.0,97.0,27.0
9817,1620318052245,31.0,97.0,27.0
9818,1620318052278,31.0,97.0,27.0
9819,1620318052280,31.0,97.0,27.0
9820,1620318052320,31.0,97.0,27.0
9821,1620318052352,31.0,97.0,27.0
9822,1620318052387,31.0,97.0,27.0
9823,1620318052389,31.0,97.0,27.0
9824,1620318052430,31.0,97.0,27.0
9825,1620318052465,31.0,97.0,27.0
9826,1620318052498,31.0,97.0,27.0
9827,1620318052532,31.0,97.0,27.0
9828,1620318052535,31.0,97.0,27.0
9829,1620318052569,33.0,97.0,27.0
9830,1620318052603,33.0,97.0,27.0
9831,1620318052637,33.0,97.0,27.0
9832,1620318052671,33.0,97.0,27.0
9833,1620318052704,33.0,97.0,27.0
9834,1620318052707,33.0,97.0,27.0
9835,1620318052740,33.0,97.0,27.0
9836,1620318052775,33.0,97.0,27.0
9837,1620318052805,33.0,97.0,27.0
9838,1620318052842,33.0,97.0,27.0
9839,1620318052849,33.0,97.0,27.0
9840,1620318052882,33.0,97.0,27.0
9841,1620318052917,33.0,97.0,27.0
9842,1620318052942,33.0,97.0,27.0
9843,1620318052985,33.0,97.0,27.0
9844,1620318052988,33.0,97.0,27.0
9845,1620318053021,33.0,97.0,27.0
9846,1620318053055,33.0,97.0,27.0
9847,1620318053095,33.0,97.0,27.0
9848,1620318053098,33.0,97.0,27.0
9849,1620318053136,33.0,97.0,27.0
9850,1620318053210,33.0,97.0,27.0
9851,1620318053213,33.0,97.0,27.0
9852,1620318053213,33.0,97.0,27.0
9853,1620318053251,33.0,97.0,27.0
9854,1620318053283,33.0,97.0,27.0
9855,1620318053303,33.0,97.0,27.0
9856,1620318053343,33.0,97.0,27.0
9857,1620318053355,33.0,97.0,27.0
9858,1620318053389,33.0,97.0,27.0
9859,1620318053424,33.0,97.0,27.0
9860,1620318053444,33.0,97.0,27.0
9861,1620318053491,33.0,97.0,27.0
9862,1620318053494,33.0,97.0,27.0
9863,1620318053534,33.0,97.0,27.0
9864,1620318053569,33.0,97.0,27.0
9865,1620318053603,33.0,97.0,27.0
9866,1620318053607,33.0,97.0,27.0
9867,1620318053641,33.0,97.0,27.0
9868,1620318053673,33.0,97.0,27.0
9869,1620318053714,33.0,97.0,27.0
9870,1620318053743,33.0,97.0,27.0
9871,1620318053751,33.0,97.0,27.0
9872,1620318053784,33.0,97.0,27.0
9873,1620318053826,33.0,97.0,27.0
9874,1620318053829,33.0,97.0,27.0
9875,1620318053867,33.0,97.0,27.0
9876,1620318053902,33.0,97.0,27.0
9877,1620318053928,33.0,97.0,27.0
9878,1620318053970,33.0,97.0,27.0
9879,1620318053975,33.0,97.0,27.0
9880,1620318054009,33.0,97.0,27.0
9881,1620318054044,33.0,97.0,27.0
9882,1620318054078,33.0,97.0,27.0
9883,1620318054081,33.0,97.0,27.0
9884,1620318054123,33.0,97.0,27.0
9885,1620318054155,33.0,97.0,27.0
9886,1620318054192,33.0,97.0,27.0
9887,1620318054194,33.0,97.0,27.0
9888,1620318054233,33.0,97.0,27.0
9889,1620318054267,33.0,97.0,27.0
9890,1620318054301,33.0,97.0,27.0
9891,1620318054328,33.0,97.0,27.0
9892,1620318054338,33.0,97.0,27.0
9893,1620318054371,33.0,97.0,27.0
9894,1620318054405,33.0,97.0,27.0
9895,1620318054479,33.0,97.0,27.0
9896,1620318054481,33.0,97.0,27.0
9897,1620318054498,33.0,97.0,27.0
9898,1620318054529,33.0,97.0,27.0
9899,1620318054535,33.0,97.0,27.0
9900,1620318054575,33.0,97.0,27.0
9901,1620318054610,33.0,97.0,27.0
9902,1620318054645,33.0,97.0,27.0
9903,1620318054651,33.0,97.0,27.0
9904,1620318054686,33.0,97.0,27.0
9905,1620318054720,33.0,97.0,27.0
9906,1620318054745,33.0,97.0,27.0
9907,1620318054790,33.0,97.0,27.0
9908,1620318054803,33.0,97.0,27.0
9909,1620318054827,33.0,97.0,27.0
9910,1620318054861,33.0,97.0,27.0
9911,1620318054895,33.0,97.0,27.0
9912,1620318054929,33.0,97.0,27.0
9913,1620318054931,33.0,97.0,27.0
9914,1620318054965,33.0,97.0,27.0
9915,1620318055000,33.0,97.0,27.0
9916,1620318055033,33.0,97.0,27.0
9917,1620318055068,33.0,97.0,27.0
9918,1620318055071,33.0,97.0,27.0
9919,1620318055107,33.0,97.0,27.0
9920,1620318055140,33.0,97.0,27.0
9921,1620318055174,33.0,97.0,27.0
9922,1620318055178,33.0,97.0,27.0
9923,1620318055217,33.0,97.0,27.0
9924,1620318055251,33.0,97.0,27.0
9925,1620318055286,33.0,97.0,27.0
9926,1620318055320,33.0,97.0,27.0
9927,1620318055323,33.0,97.0,27.0
9928,1620318055357,33.0,97.0,27.0
9929,1620318055390,33.0,97.0,27.0
9930,1620318055425,33.0,97.0,27.0
9931,1620318055465,33.0,97.0,27.0
9932,1620318055470,33.0,97.0,27.0
9933,1620318055504,33.0,97.0,27.0
9934,1620318055537,33.0,97.0,27.0
9935,1620318055571,33.0,97.0,27.0
9936,1620318055574,33.0,97.0,27.0
9937,1620318055610,33.0,97.0,27.0
9938,1620318055643,33.0,97.0,27.0
9939,1620318055678,33.0,97.0,27.0
9940,1620318055713,33.0,97.0,27.0
9941,1620318055763,33.0,97.0,27.0
9942,1620318055772,33.0,97.0,27.0
9943,1620318055774,33.0,97.0,27.0
9944,1620318055811,33.0,97.0,27.0
9945,1620318055846,33.0,97.0,27.0
9946,1620318055879,33.0,97.0,27.0
9947,1620318055913,33.0,97.0,27.0
9948,1620318055915,33.0,97.0,27.0
9949,1620318055957,33.0,97.0,27.0
9950,1620318055991,33.0,97.0,27.0
9951,1620318056024,33.0,97.0,27.0
9952,1620318056028,33.0,97.0,27.0
9953,1620318056065,33.0,97.0,27.0
9954,1620318056100,33.0,97.0,27.0
9955,1620318056134,33.0,97.0,27.0
9956,1620318056136,33.0,97.0,27.0
9957,1620318056170,33.0,97.0,27.0
9958,1620318056205,33.0,97.0,27.0
9959,1620318056240,33.0,97.0,27.0
9960,1620318056273,33.0,97.0,27.0
9961,1620318056308,33.0,97.0,27.0
9962,1620318056310,33.0,97.0,27.0
9963,1620318056345,33.0,97.0,27.0
9964,1620318056373,33.0,97.0,27.0
9965,1620318056390,33.0,97.0,27.0
9966,1620318056432,33.0,97.0,27.0
9967,1620318056472,33.0,97.0,27.0
9968,1620318056474,33.0,97.0,27.0
9969,1620318056507,33.0,97.0,27.0
9970,1620318056544,33.0,97.0,27.0
9971,1620318056577,33.0,97.0,27.0
9972,1620318056611,33.0,97.0,27.0
9973,1620318056635,33.0,97.0,27.0
9974,1620318056648,33.0,97.0,27.0
9975,1620318056687,33.0,97.0,27.0
9976,1620318056730,33.0,97.0,27.0
9977,1620318056735,33.0,97.0,27.0
9978,1620318056776,33.0,97.0,27.0
9979,1620318056812,33.0,97.0,27.0
9980,1620318056835,33.0,97.0,27.0
9981,1620318056849,33.0,97.0,27.0
9982,1620318056884,33.0,97.0,27.0
9983,1620318056917,33.0,97.0,27.0
9984,1620318056947,33.0,97.0,27.0
9985,1620318056985,33.0,97.0,27.0
9986,1620318056988,33.0,97.0,27.0
9987,1620318057051,33.0,97.0,27.0
9988,1620318057054,33.0,97.0,27.0
9989,1620318057087,33.0,97.0,27.0
9990,1620318057120,33.0,97.0,27.0
9991,1620318057125,33.0,97.0,27.0
9992,1620318057159,33.0,97.0,27.0
9993,1620318057193,33.0,97.0,27.0
9994,1620318057227,33.0,97.0,27.0
9995,1620318057262,33.0,97.0,27.0
9996,1620318057270,33.0,97.0,27.0
9997,1620318057304,33.0,97.0,27.0
9998,1620318057339,33.0,97.0,27.0
9999,1620318057373,33.0,97.0,27.0
10000,1620318057375,33.0,97.0,27.0
10001,1620318057414,33.0,97.0,27.0
10002,1620318057447,33.0,97.0,27.0
10003,1620318057480,33.0,97.0,27.0
10004,1620318057514,33.0,97.0,27.0
10005,1620318057548,33.0,97.0,27.0
10006,1620318057555,33.0,97.0,27.0
10007,1620318057589,33.0,97.0,27.0
10008,1620318057624,33.0,97.0,27.0
10009,1620318057663,33.0,97.0,27.0
10010,1620318057665,33.0,97.0,27.0
10011,1620318057699,33.0,97.0,27.0
10012,1620318057735,33.0,97.0,27.0
10013,1620318057774,33.0,97.0,27.0
10014,1620318057776,33.0,97.0,27.0
10015,1620318057809,33.0,97.0,27.0
10016,1620318057845,33.0,97.0,27.0
10017,1620318057879,33.0,97.0,27.0
10018,1620318057912,33.0,97.0,27.0
10019,1620318057915,33.0,97.0,27.0
10020,1620318057950,33.0,97.0,27.0
10021,1620318057983,33.0,97.0,27.0
10022,1620318058019,33.0,97.0,27.0
10023,1620318058027,33.0,97.0,27.0
10024,1620318058061,33.0,97.0,27.0
10025,1620318058095,33.0,97.0,27.0
10026,1620318058129,33.0,97.0,27.0
10027,1620318058164,33.0,97.0,27.0
10028,1620318058166,33.0,97.0,27.0
10029,1620318058200,33.0,97.0,27.0
10030,1620318058234,33.0,97.0,27.0
10031,1620318058268,33.0,97.0,27.0
10032,1620318058271,33.0,97.0,27.0
10033,1620318058332,33.0,97.0,27.0
10034,1620318058366,33.0,97.0,27.0
10035,1620318058370,33.0,97.0,27.0
10036,1620318058405,33.0,97.0,27.0
10037,1620318058439,33.0,97.0,27.0
10038,1620318058461,33.0,97.0,27.0
10039,1620318058479,33.0,97.0,27.0
10040,1620318058513,33.0,97.0,27.0
10041,1620318058547,33.0,97.0,27.0
10042,1620318058582,33.0,97.0,27.0
10043,1620318058616,33.0,97.0,27.0
10044,1620318058620,33.0,97.0,27.0
10045,1620318058660,33.0,97.0,27.0
10046,1620318058694,33.0,97.0,27.0
10047,1620318058714,33.0,97.0,27.0
10048,1620318058735,33.0,97.0,27.0
10049,1620318058772,33.0,97.0,27.0
10050,1620318058805,33.0,97.0,27.0
10051,1620318058835,33.0,97.0,27.0
10052,1620318058845,33.0,97.0,27.0
10053,1620318058879,33.0,97.0,27.0
10054,1620318058913,33.0,97.0,27.0
10055,1620318058947,33.0,97.0,27.0
10056,1620318058965,33.0,97.0,27.0
10057,1620318059014,33.0,97.0,27.0
10058,1620318059017,33.0,97.0,27.0
10059,1620318059051,33.0,97.0,27.0
10060,1620318059084,33.0,97.0,27.0
10061,1620318059119,33.0,97.0,27.0
10062,1620318059151,33.0,97.0,27.0
10063,1620318059155,33.0,97.0,27.0
10064,1620318059190,33.0,97.0,27.0
10065,1620318059235,33.0,97.0,27.0
10066,1620318059238,33.0,97.0,27.0
10067,1620318059279,33.0,97.0,27.0
10068,1620318059312,33.0,97.0,27.0
10069,1620318059335,33.0,97.0,27.0
10070,1620318059380,33.0,97.0,27.0
10071,1620318059383,33.0,97.0,27.0
10072,1620318059415,33.0,97.0,27.0
10073,1620318059452,33.0,97.0,27.0
10074,1620318059485,33.0,97.0,27.0
10075,1620318059519,33.0,97.0,27.0
10076,1620318059521,33.0,97.0,27.0
10077,1620318059604,33.0,97.0,27.0
10078,1620318059617,33.0,97.0,27.0
10079,1620318059619,33.0,97.0,27.0
10080,1620318059652,33.0,97.0,27.0
10081,1620318059686,33.0,97.0,27.0
10082,1620318059689,33.0,97.0,27.0
10083,1620318059723,33.0,97.0,27.0
10084,1620318059758,33.0,97.0,27.0
10085,1620318059792,33.0,97.0,27.0
10086,1620318059826,33.0,97.0,27.0
10087,1620318059829,33.0,97.0,27.0
10088,1620318059861,33.0,97.0,27.0
10089,1620318059900,33.0,97.0,27.0
10090,1620318059933,33.0,97.0,27.0
10091,1620318059973,33.0,97.0,27.0
10092,1620318059976,33.0,97.0,27.0
10093,1620318060011,33.0,97.0,27.0
10094,1620318060045,33.0,97.0,27.0
10095,1620318060080,33.0,97.0,27.0
10096,1620318060082,33.0,97.0,27.0
10097,1620318060117,33.0,97.0,27.0
10098,1620318060152,33.0,97.0,27.0
10099,1620318060186,33.0,97.0,27.0
10100,1620318060220,33.0,97.0,27.0
10101,1620318060251,33.0,97.0,27.0
10102,1620318060256,33.0,97.0,27.0
10103,1620318060291,33.0,97.0,27.0
10104,1620318060325,33.0,97.0,27.0
10105,1620318060359,33.0,97.0,27.0
10106,1620318060362,33.0,97.0,27.0
10107,1620318060403,33.0,97.0,27.0
10108,1620318060436,33.0,97.0,27.0
10109,1620318060471,33.0,97.0,27.0
10110,1620318060477,33.0,97.0,27.0
10111,1620318060512,33.0,97.0,27.0
10112,1620318060546,33.0,97.0,27.0
10113,1620318060578,33.0,97.0,27.0
10114,1620318060612,33.0,97.0,27.0
10115,1620318060615,33.0,97.0,27.0
10116,1620318060657,33.0,97.0,27.0
10117,1620318060691,33.0,97.0,27.0
